일자,언론사,제목,특성추출(가중치순 상위 50개),URL,nouns,주식일자,종가,금종가,유가종가,target
2022-05-11,매일신문,"안동소주, 대한항공 등 항공사 기내서비스 될 듯","전통주,국세청,명인안동소주,안동,대한항공,코로나19,항공편,항공사,간담회,안동소주,경북,제조업,항공기,제조업계,박찬관,오프라인,백화점,외국인,면세점,관광객",https://news.imaeil.com/page/view/2022051111462793575,안동소주 대한항공 항공사 기내 서비스,2022-05-12,28450,76670,106.13,0
2022-05-11,헤럴드경제,협상만 하면 10% ‘훌쩍’ 산업계는 임단협 속앓이 중? ,"코로나19,기본급,만큼,임단협,대한항공,임금인상,계열사,삼성전자,르노코리아,조합원,현대차,합의안,임금협상",http://biz.heraldcorp.com/view.php?ud=20220511000719,협상 훌쩍 산업 임단협 앓이,2022-05-12,28450,76670,106.13,0
2022-05-12,매일경제,"LG CNS, AWS '올해의 서비스 파트너' 영예 ""클라우드 전문성 입증""","클라우드,aws,lg,전문가,계열사,김태훈,코리아,네이티브,현대,대한항공,전문가들,파트너사,론치,사업부장,고도화,사업자,론치센터,자격증,아마존웹서비스",http://news.mk.co.kr/newsRead.php?no=419976&year=2022,올해 서비스 파트너 영예 클라우드 전문성 입증,2022-05-13,29150,75510,110.49,1
2022-05-12,머니투데이,"LG CNS, AWS '올해의 서비스 파트너' 수상","클라우드,lg,aws,전문가,죽전,자격증,대한항공,2개",http://news.moneytoday.co.kr/view/mtview.php?no=2022051218231324152&type=2,올해 서비스 파트너 수상,2022-05-13,29150,75510,110.49,1
2022-05-12,한국경제,아마존도 인정한 LG CNS '클라우드 경쟁력',"아마존웹서비스,클라우드,lg,아마존,코리아,계열사,aws,클라우드로,대한항공,전문가,파트너사,디지털전환,현대,경쟁력,partner,cns,services,dx,고객,전환,서비스,파트너,기업",https://www.hankyung.com/economy/article/2022051216741,아마존 인정 클라우드 경쟁력,2022-05-13,29150,75510,110.49,1
2022-05-12,매일신문,"LG CNS, 'AWS 파트너 서밋 코리아 2022' 수상","클라우드,aws,lg,김태훈,2개,대한항공,계열사,네이티브,코리아,am,현대",https://news.imaeil.com/page/view/2022051213194531754,파트너 서밋 코리아 수상,2022-05-13,29150,75510,110.49,1
2022-05-12,전자신문,"LG CNS, AWS '올해의 서비스 파트너' 상 수상","클라우드,aws,lg,자격증,전문가,대한항공,김태훈,계열사,네이티브,dx,크로소프트,am",http://www.etnews.com/20220512000150,올해 서비스 파트너 수상,2022-05-13,29150,75510,110.49,1
2022-05-12,디지털타임스,"LG CNS, AWS `올해의 서비스 파트너` 선정","클라우드,aws,lg,전문가,대한항공,현대,am",http://www.dt.co.kr/contents.html?article_no=2022051202109931650004&ref=jeadan,올해 서비스 파트너 선정,2022-05-13,29150,75510,110.49,1
2022-05-12,서울경제,LG CNS 'AWS 최우수 파트너’로 선정,"클라우드,aws,lg,am,자격증,전문가,대한항공,2개,service",http://www.sedaily.com/NewsView/265XW647VN,최우수 파트너 선정,2022-05-13,29150,75510,110.49,1
2022-05-13,서울경제,김포~하네다 하늘길 내달중 열린다,"일본,김포,하네다,인천,대한항공,취임식,박진,외교부,나리타,국토부,한일,도쿄,접근성",http://www.sedaily.com/NewsView/265YDQ2AZD,김포 하네다 하늘 내달 린다,2022-05-14,28900,74830,114.2,0
2022-05-14,머니투데이,"""보복 해외여행"" 여행자 264% 늘었다는데 주가뛰는 항공株 따로 있다","회복세,연구원,대형항공사,국제선,중국,대한항공,유럽,미주,코로나19,정연승,대내외,매출액,항공사,항공주,항공유",http://news.moneytoday.co.kr/view/mtview.php?no=2022051314151279302&type=2,보복 해외여행 여행자 주가 항공,2022-05-15,28900,74830,114.2,0
2022-05-15,경향신문,해외여행객 급증에 국제선 운항 대폭 확대,"다음달,여객기,국제선,방콕,대한항공,코로나19,런던,항공권,신속항원,2회,항공사,인천,성수기",https://www.khan.co.kr/economy/economy-general/article/202205151421011,해외 여행객 급증 국제선 운항 대폭 확대,2022-05-16,28900,74830,114.2,0
2022-05-15,디지털타임스,방역 완화에 국제선 운항 확대 항공권 가격 내려갈까,"여객기,국제선,방콕,항공권,항공업계,런던,항공사,항공업,코로나19,신속항원검사,대한항공,2회,인천,유럽,김포",http://www.dt.co.kr/contents.html?article_no=2022051502109932031001&ref=jeadan,방역 완화 국제선 운항 확대 항공권 가격,2022-05-16,28900,74830,114.2,0
2022-05-15,동아일보,"대한항공, 항공권 부족에 ‘하늘 위 호텔’ A380 긴급 투입","a380,대한항공,아시아나항공,코로나19,비즈니스클래스,인천,일등석,국제선,항공편,조종사들,조종사,만큼",https://www.donga.com/news/article/all/20220515/113402922/1,대한항공 항공권 부족 하늘 호텔 긴급 투입,2022-05-16,28900,74830,114.2,0
2022-05-15,YTN,방역 조치 완화로 항공사 국제선 증편 추진,"항공사,코로나19,국제선,로마,제주,화물기,제주항공,아시아나항공,대한항공,티웨이항공,보호자,유럽,항공기,저비용항공사,신속항원검사,미주,30차례,ytn,운항,증편,노선,미만,입국,검사,정부,차례,면제,격리",https://www.ytn.co.kr/_ln/0102_202205150943017053,방역 조치 완화 항공사 국제선 증편 추진,2022-05-16,28900,74830,114.2,0
2022-05-16,아시아경제,6월 유류 할증료 또 인상에 '역대 최고' 소비자 부담 '↑',"증료,평균값,항공권,국제선,항공유,싱가포르,대한항공,성수기,소비자,항공업,항공업계,할증료,19단계,220만,200만,유럽",https://view.asiae.co.kr/article/2022051614112732541,유류 할증 인상 역대 최고 소비자 부담,2022-05-17,28900,75100,112.4,0
2022-05-16,동아일보,너무 커 애물단지 됐던 A380 승객 급증해 긴급투입,"a380,대한항공,코로나19,아시아나항공,비즈니스클래스,에어버스,일등석,b777,해외여행,항공권,항공기,항공편,개점휴업,만큼,관계자",https://www.donga.com/news/article/all/20220515/113410292/1,애물 단지 승객 급증 긴급 투입,2022-05-17,28900,75100,112.4,0
2022-05-16,세계일보,6월 국제선 유류할증료 '역대 최고' 비싸지는 항공권에 부담↑,"국제선,증료,항공권,평균값,19단계,대한항공,소비자,항공유,아시아나항공,원희룡,인천국제공항,코로나19,유류할증료,600원,싱가포르,성수기,항공사들",http://www.segye.com/content/html/2022/05/16/20220516514048.html,국제선 유류 할증 역대 최고 항공권 부담,2022-05-17,28900,75100,112.4,0
2022-05-16,머니투데이,코로나 이후 3년만에 '항공문학상' 공모한다,"한국항공협회,일반부,공모전,항공문학상,수상자,국토교통부,문학상,교통부,누리집,최우수상,한국문인협회,코로나19,국토부,아시아나항공,대한항공,가시화,왕복항공권,에어부산,인천국제공항공사,국민들,국내선,항공권,제주항공,한국항공,부여,수상작품,입회자격,한국공항공사,현장감,장상,한국항공협회장상,고등부",http://news.moneytoday.co.kr/view/mtview.php?no=2022051319112178999&type=2,코로나 이후 항공 문학상 공모,2022-05-17,28900,75100,112.4,0
2022-05-16,중앙일보,6월 유류할증료 또 ‘역대 최고’ 유럽 미주 대부분 29만3800원,"증료,항공권,원희룡,소비자,유류할증료,대한항공,성수기,미주,할증료,유럽,국제선,19단계,220만,200만,350만,국제항공운수협회,150만,항공운임,원가량,항공유",https://www.joongang.co.kr/article/25071521,유류 할증 역대 최고 유럽 미주 대부분,2022-05-17,28900,75100,112.4,0
2022-05-16,OBS,6월 유류할증료 또 '역대 최고' 소비자 부담 가중,"항공권,증료,대한항공,소비자,19단계,국제선,항공업계,경신,3만,항공업,3천,유류할증료,비례구간제,할증료,유류,역대,상승,비례,적용,거리,부과,최고,국제,단계,유가,좌석,공급,급등,상황,부담,기록,수준",http://www.obsnews.co.kr/news/articleView.html?idxno=1353104,유류 할증 역대 최고 소비자 부담 가중,2022-05-17,28900,75100,112.4,0
2022-05-17,중부일보,"대한항공, 여행 즐기며 마일리지 배로 쌓는 '여행의 정석' 프로모션 실시","대한항공,제휴사,렌터카,액티비티,원당,1천,1달러,해외여행보험,국제선,부킹닷컴,업종별",www.joongboo.com/news/articleView.html?idxno=363541572,대한항공 여행 마일리지 여행 정석 프로모션 실시,2022-05-18,29450,74020,109.59,1
2022-05-17,디지털타임스,"대한항공, 추가 마일리지 프로모션 `여행의 정석` 이벤트","대한항공,제휴사,렌터카,액티비티,1달러,해외여행보험,정석,고객들,국제선,현대백화점면세점,100달러,기프티콘,해외여행,부킹닷컴,1000원",http://www.dt.co.kr/contents.html?article_no=2022051702109932031009&ref=jeadan,대한항공 추가 마일리지 프로모션 여행 정석 이벤트,2022-05-18,29450,74020,109.59,1
2022-05-17,동아일보,"“여행 준비하면서 마일리지 추가 적립” 대한항공, 4개 제휴업체와 ‘여행의 정석’ 운영","대한항공,소비자,제휴업체,렌터카,해외여행,액티비티,캐시앤마일즈,1달러,대한항공카드,100달러,해외여행보험,소비자들,정석,국제선",https://www.donga.com/news/article/all/20220517/113437013/1,여행 준비 마일리지 추가 적립 대한항공 제휴 업체 여행 정석 운영,2022-05-18,29450,74020,109.59,1
2022-05-17,머니투데이,"""여행하며 마일리지 배로"" 대한항공, '여행의 정석' 프로모션","대한항공,제휴사,렌터카,액티비티,1달러,대한항공카드,해외여행보험,고객들,국제선,기프티콘,현대백화점면세점,마일즈",http://news.moneytoday.co.kr/view/mtview.php?no=2022051710253568036&type=2,여행 마일리지 대한항공 여행 정석 프로모션,2022-05-18,29450,74020,109.59,1
2022-05-17,아시아경제,"대한항공 ""여행가셔서 쇼핑하시면 추가 마일리지 드려요""","대한항공,제휴사,렌터카,해외여행,액티비티,1달러,해외여행보험,고객들,국제선,업종별",https://view.asiae.co.kr/article/2022051709232439720,대한항공 여행 쇼핑 추가 마일리지,2022-05-18,29450,74020,109.59,1
2022-05-17,아주경제,항공업계 1분기 실적 희비...대형사는 웃고 LCC는 울고,"대한항공,영업이익,lcc,국제선,아시아나항공,항공사,항공업",https://www.ajunews.com/view/20220517072848306,항공 업계 실적 희비 형사,2022-05-18,29450,74020,109.59,1
2022-05-17,국제신문, 해외여행의 꿈,"코로나19,이용객,해외여행,국제선,국적사,항공기,보고서,유전자증폭,세종,유전자,세종팀장,아시아나,대한항공,대형사,움직,교통부,3회",http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=1700&key=20220517.22022004460,해외여행,2022-05-18,29450,74020,109.59,1
2022-05-17,국민일보," 내달, 유류할증료도 뛴다","항공권,인천국제공항,대한항공,증료,여객기들,경신,여객기,항공업,항공업계,유류할증료,국제유가,29만,19단계,3만,할증료,소비자,국제선,유류,역대,상승,편도,거리,최고,국제,단계,적용,가격,유가,이달,기준,부과,내달,대기",https://news.kmib.co.kr/article/view.asp?arcid=0924245842&code=11151700,내달 유류 할증,2022-05-18,29450,74020,109.59,1
2022-05-17,파이낸셜뉴스,항공료 또 오른다 고유가에 유류할증료 역대 최고,"증료,국제선,대한항공,할증료,아시아나항공,평균값,고유가,항공권,19단계,싱가포르,국내선,항공사,항공유,4만,3만,항공사들,22만,29만,항공업,비행기,소비자",http://www.fnnews.com/news/202205161818172673,항공 유가 유류 할증 역대 최고,2022-05-18,29450,74020,109.59,1
2022-05-17,조선일보,"하늘 길 열렸는데, 저비용 항공사는 ‘먹구름’","항공사,고용유지지원금,지원금,코로나,lcc,항공업,국제선,대한항공,관계자,해외여행객,승무원,항공업계,저비용,진에어",https://www.chosun.com/economy/industry-company/2022/05/17/5ZSCC2M255HW3F6DZYYC5S5HIE/?utm_source=bigkinds&utm_medium=original&utm_campaign=news,하늘 비용 항공사 먹구름,2022-05-18,29450,74020,109.59,1
2022-05-17,서울신문,새달 국제선 유류할증료 역대 최고 소비자 부담 가중,"항공권,대한항공,국제선,아시아나항공,소비자,증료,할증료,유류할증료,3800원,런던,2배,200만,220만,150만,350만,국제항공운송협회,항공사,항공유,항공사들,아시아,경신",http://www.seoul.co.kr/news/newsView.php?id=20220517019008,새달 국제선 유류 할증 역대 최고 소비자 부담 가중,2022-05-18,29450,74020,109.59,1
2022-05-17,국민일보,연말까지 해외여행 쉽지 않다 항공권 가격 ‘고공비행’,"항공권,국제선,코로나19,해외여행,증료,항공업,항공업계,3만,대한항공,커퓨,항공사,중대본,이상민,항공기",https://news.kmib.co.kr/article/view.asp?arcid=0017082993&code=61141611&cp=kd,연말 해외여행 항공권 가격 고공 비행,2022-05-18,29450,74020,109.59,1
2022-05-18,아시아경제,"1분기 유류비만 1조 항공사, 2분기 더 무섭다","항공사,대한항공,유류비,아시아나항공,증료,국제유가,소비자,국제선,할증료,wti,2배,유류할증료,19단계,235억,1조,6600억,배럴",https://view.asiae.co.kr/article/2022051808553458144,유류 비만 항공사,2022-05-19,28750,74530,112.21,0
2022-05-18,매일경제,주가가 너무 앞서갔나 공항은 북적이는데 항공주는 하강 중,"항공사,2만,대한항공,기대감,1만,국제선,증권가,아시아나항공,회복세,코로나,항공주,정연승,중국,연구원,일본,해외여행,장거리,국제여객,선반영",http://news.mk.co.kr/newsRead.php?no=439170&year=2022,주가 앞서 공항 북적 항공 하강,2022-05-19,28750,74530,112.21,0
2022-05-18,국민일보,수요 폭증에 항공권값 ‘날개’ 연말까지 해외여행 쉽지 않다,"항공권,국제선,코로나19,항공업계,항공업,해외여행,증료,3만,대한항공,커퓨,항공사,유럽,중대본,이상민,항공기",https://news.kmib.co.kr/article/view.asp?arcid=0924245901&code=11151400,수요 폭증 항공권 날개 연말 해외여행,2022-05-19,28750,74530,112.21,0
